car_id,timestamp,license_number,lane,speed,region
1.0,2026-04-07 12:23:49,KA02HM1826,Lane 2,0.0,Karnataka
55.0,2026-04-07 12:24:00,KA02MM9091,Lane 2,0.0,Karnataka
