car_id,timestamp,license_number,lane,speed,region
Standalone_32_0,2026-04-07 11:38:18,AP393TF7209,Lane 3,0.0,Andhra Pradesh
Standalone_33_0,2026-04-07 11:38:19,AP39TF4209,Lane 2,0.0,Andhra Pradesh
